,current_n_patients,target_label,n_spins,observed_dice,null_mean_dice,null_median_dice,p_spin,mean_leave_one_out_dice,jackknife_variance,jackknife_se,delta_dice,z_approx,n_leave_one_out_maps,loo_dice_BJH041_pre_ablation,loo_dice_BJH045_aggregate,loo_dice_BJH046_aggregate,loo_dice_BJH058_aggregate,loo_dice_BJH062_aggregate,loo_dice_BJH071_aggregate_L,loo_dice_BJH071_aggregate_R,loo_dice_BJH076_aggregate,loo_dice_BJH079_aggregate,loo_dice_SLCH020_aggregate,loo_dice_SLCH034_aggregate
0,11,inter,1000,0.12147335423197492,0.014704545454545453,0.003918495297805642,0.004995004995004995,0.12227763559776951,0.0008449977396094576,0.02906884482757197,0.10676880877742946,3.672963594210618,11,0.11502080968596293,0.12548680225010816,0.13113466823714173,0.13239326282804545,0.1201022146507666,0.11710677382319173,0.11643835616438356,0.12010848508330105,0.12809187279151943,0.1364256480218281,0.1027450980392157
